project_code,project_name,agency,ministry,sector,state,app_date,start_date,target_doc,revised_doc,orig_cost,rev_cost,expenditure,progress,report_month,report_date,delay_months,cost_overrun_pct,cost_growth,financial_progress_pct,progress_gap,time_elapsed_months,planned_duration_months,time_utilization_pct,progress_velocity,expenditure_velocity,delay_slippage,risk_level,history_json,is_anomaly,anomaly_score
705941,Bangalore Suburban Railway Project,Karnataka Rail Infrastructure Development Company Limited [K-RIDE],Ministry of Railways,Railways,Karnataka,10/2020,10/2020,12/2026,03/2030,15767.0,15767.0,3277.99,20.02,July,2026-07-01,39,0.0,0.0,20.79019471047124,0.7701947104712374,69.0,74.0,93.24324324324324,0.02,17.97,0,HIGH,"[{""month"": ""April 2026"", ""progress"": 19.95, ""expenditure"": 3224.09}, {""month"": ""May 2026"", ""progress"": 20.02, ""expenditure"": 3277.99}, {""month"": ""June 2026"", ""progress"": 20.02, ""expenditure"": 3277.99}, {""month"": ""July 2026"", ""progress"": 20.02, ""expenditure"": 3277.99}]",0,0.183
705638,Kumbalam-Turavur - Patch doubling 15.59 km,Unknown Agency,Ministry of Railways,Railways,Kerala,04/2023,10/2024,03/2027,03/2027,813.0,1171.46,395.03,30.0,July,2026-07-01,0,44.0910209102091,358.46000000000004,33.72116845645604,3.7211684564560414,21.0,29.0,72.41379310344827,-0.17,89.52,0,HIGH,"[{""month"": ""April 2026"", ""progress"": 30.5, ""expenditure"": 126.48}, {""month"": ""May 2026"", ""progress"": 33.0, ""expenditure"": 127.64}, {""month"": ""June 2026"", ""progress"": 35.0, ""expenditure"": 151.83}, {""month"": ""July 2026"", ""progress"": 30.0, ""expenditure"": 395.03}]",0,0.1186
705639,Ernakulam-Kumbalam - Patch doubling 7.71 km,Unknown Agency,Ministry of Railways,Railways,Kerala,04/2023,10/2024,03/2028,02/2027,601.0,827.5,312.63,25.0,July,2026-07-01,-13,37.68718801996672,226.5,37.78006042296072,12.780060422960725,21.0,41.0,51.21951219512195,0.0,1.4,0,HIGH,"[{""month"": ""April 2026"", ""progress"": 25.0, ""expenditure"": 308.42}, {""month"": ""May 2026"", ""progress"": 25.5, ""expenditure"": 309.85}, {""month"": ""June 2026"", ""progress"": 28.0, ""expenditure"": 313.97}, {""month"": ""July 2026"", ""progress"": 25.0, ""expenditure"": 312.63}]",0,0.1311
705419,Gwalior-Sheorpurkalan with extension to Kota 284 km,Unknown Agency,Ministry of Railways,Railways,Madhya Pradesh,02/2010,04/2018,03/2025,02/2026,2913.0,3947.0,3068.75,91.0,July,2026-07-01,11,35.49605217988328,1034.0,77.74892323283507,-13.251076767164932,99.0,83.0,119.27710843373494,-0.33,285.07,0,HIGH,"[{""month"": ""April 2026"", ""progress"": 92.0, ""expenditure"": 2213.55}, {""month"": ""May 2026"", ""progress"": 92.0, ""expenditure"": 2245.43}, {""month"": ""June 2026"", ""progress"": 95.0, ""expenditure"": 2270.23}, {""month"": ""July 2026"", ""progress"": 91.0, ""expenditure"": 3068.75}]",0,0.0591
705659,Satna - Rewa 50 km,Unknown Agency,Ministry of Railways,Railways,Madhya Pradesh,11/2015,08/2016,03/2026,03/2026,500.0,646.1,618.19,88.0,July,2026-07-01,0,29.22000000000001,146.10000000000002,95.68023525770003,7.680235257700048,119.0,115.0,103.47826086956522,0.67,17.21,0,HIGH,"[{""month"": ""April 2026"", ""progress"": 86.0, ""expenditure"": 566.56}, {""month"": ""May 2026"", ""progress"": 88.0, ""expenditure"": 573.8}, {""month"": ""June 2026"", ""progress"": 88.0, ""expenditure"": 573.8}, {""month"": ""July 2026"", ""progress"": 88.0, ""expenditure"": 618.19}]",0,0.1544
705661,Katni - Grade separator / bypass 21.50 km,GM IRCON KATNI WCR mor,Ministry of Railways,Railways,Madhya Pradesh,08/2016,09/2017,09/2024,09/2026,1248.0,2300.0,1839.46,84.0,July,2026-07-01,24,84.2948717948718,1052.0,79.97652173913043,-4.023478260869567,106.0,84.0,126.1904761904762,-3.67,7.32,0,HIGH,"[{""month"": ""April 2026"", ""progress"": 95.0, ""expenditure"": 1817.51}, {""month"": ""May 2026"", ""progress"": 95.0, ""expenditure"": 1850.38}, {""month"": ""June 2026"", ""progress"": 95.0, ""expenditure"": 1850.38}, {""month"": ""July 2026"", ""progress"": 84.0, ""expenditure"": 1839.46}]",0,0.0592
705933,Nimach-Ratlam 133 km,CAOCWR WR mor,Ministry of Railways,Railways,Madhya Pradesh,10/2021,08/2022,10/2027,10/2027,1095.88,1770.58,1488.18,100.0,July,2026-07-01,0,61.5669598861189,674.6999999999998,84.05042415479674,-15.949575845203256,47.0,62.0,75.80645161290323,2.0,67.76,0,HIGH,"[{""month"": ""April 2026"", ""progress"": 94.0, ""expenditure"": 1284.91}, {""month"": ""May 2026"", ""progress"": 94.0, ""expenditure"": 1284.91}, {""month"": ""June 2026"", ""progress"": 100.0, ""expenditure"": 1284.91}, {""month"": ""July 2026"", ""progress"": 100.0, ""expenditure"": 1488.18}]",0,0.1126
611751,Aurangabad-Ankai 98.25 km,Unknown Agency,Ministry of Railways,Railways,Maharashtra,05/2023,06/2024,12/2025,-,960.64,960.64,381.13,0.0,July,2026-07-01,0,0.0,0.0,39.67459193870753,39.67459193870753,25.0,18.0,138.88888888888889,-0.67,-307.8,0,HIGH,"[{""month"": ""April 2026"", ""progress"": 2.02, ""expenditure"": 1304.54}, {""month"": ""May 2026"", ""progress"": 2.03, ""expenditure"": 1375.55}, {""month"": ""June 2026"", ""progress"": 2.03, ""expenditure"": 1375.55}, {""month"": ""July 2026"", ""progress"": 0.0, ""expenditure"": 381.13}]",0,0.0406
612845,Pachora-Jamner with extension upto Malkapur-Narrow gauge to broad gauge 84 km,Unknown Agency,Ministry of Railways,Railways,Maharashtra,08/2022,01/2026,08/2027,-,955.39,2093.82,294.53,10.0,July,2026-07-01,0,119.1586681878605,1138.4300000000003,14.066634190140508,4.0666341901405065,6.0,19.0,31.57894736842105,0.0,93.52,0,HIGH,"[{""month"": ""April 2026"", ""progress"": 10.0, ""expenditure"": 13.97}, {""month"": ""May 2026"", ""progress"": 10.0, ""expenditure"": 13.98}, {""month"": ""June 2026"", ""progress"": 10.0, ""expenditure"": 13.99}, {""month"": ""July 2026"", ""progress"": 10.0, ""expenditure"": 294.53}]",0,0.0469
613015,Redevelopment of Chhatrapati Shivaji Maharaj Terminus [CSMT] and construction of associated infrastructure,Rail Land Development Authority,Ministry of Railways,Railways,Maharashtra,04/2023,07/2023,03/2027,-,1813.0,1813.0,873.99,25.0,July,2026-07-01,0,0.0,0.0,48.206839492553776,23.206839492553776,36.0,44.0,81.81818181818183,0.67,13.38,0,MEDIUM,"[{""month"": ""April 2026"", ""progress"": 23.0, ""expenditure"": 833.84}, {""month"": ""May 2026"", ""progress"": 24.0, ""expenditure"": 850.58}, {""month"": ""June 2026"", ""progress"": 25.0, ""expenditure"": 873.99}, {""month"": ""July 2026"", ""progress"": 25.0, ""expenditure"": 873.99}]",0,0.1567
617215,Doubling between Parbhani-Parli Vaijnath stations 64.71 km PB34/CR/2023-24,Unknown Agency,Ministry of Railways,Railways,Maharashtra,12/2023,05/2025,03/2028,-,769.93,769.93,174.3,1.0,July,2026-07-01,0,0.0,0.0,22.638421674697703,21.638421674697703,14.0,34.0,41.17647058823529,0.27,-7.59,0,MEDIUM,"[{""month"": ""April 2026"", ""progress"": 0.19, ""expenditure"": 197.06}, {""month"": ""May 2026"", ""progress"": 0.2, ""expenditure"": 197.62}, {""month"": ""June 2026"", ""progress"": 0.2, ""expenditure"": 197.62}, {""month"": ""July 2026"", ""progress"": 1.0, ""expenditure"": 174.3}]",0,0.1518
617364,Central Railway - Double chord line between Nilaje and Kopar 4.495 km PB34/CR/2023-24,Unknown Agency,Ministry of Railways,Railways,Maharashtra,07/2023,12/2024,07/2028,-,338.33,205.0,57.54,15.0,July,2026-07-01,0,0.0,0.0,28.068292682926828,13.068292682926828,19.0,43.0,44.18604651162791,-3.0,11.17,0,MEDIUM,"[{""month"": ""April 2026"", ""progress"": 24.0, ""expenditure"": 24.04}, {""month"": ""May 2026"", ""progress"": 24.0, ""expenditure"": 29.33}, {""month"": ""June 2026"", ""progress"": 60.0, ""expenditure"": 55.83}, {""month"": ""July 2026"", ""progress"": 15.0, ""expenditure"": 57.54}]",0,0.1122
705356,Ahmednagar - Beed - Parli - Vaijnath New Broad Gauge Line Railway Project [261.3 km],Unknown Agency,Ministry of Railways,Railways,Maharashtra,02/1997,04/2013,12/2026,03/2026,2538.67,5942.48,5054.69,93.0,July,2026-07-01,-9,134.07847416166732,3403.8099999999995,85.06027786378752,-7.939722136212481,159.0,164.0,96.95121951219512,-1.67,-42.03,0,HIGH,"[{""month"": ""April 2026"", ""progress"": 98.0, ""expenditure"": 5180.78}, {""month"": ""May 2026"", ""progress"": 93.0, ""expenditure"": 5210.08}, {""month"": ""June 2026"", ""progress"": 93.0, ""expenditure"": 5233.2}, {""month"": ""July 2026"", ""progress"": 93.0, ""expenditure"": 5054.69}]",0,0.0216
705357,Baramati - Lonand 54 km,Unknown Agency,Ministry of Railways,Railways,Maharashtra,02/1999,12/2003,03/2027,03/2027,138.48,1790.5,1132.25,60.0,July,2026-07-01,0,1192.966493356441,1652.02,63.23652611002514,3.236526110025139,271.0,279.0,97.1326164874552,0.0,41.59,0,HIGH,"[{""month"": ""April 2026"", ""progress"": 60.0, ""expenditure"": 1007.49}, {""month"": ""May 2026"", ""progress"": 60.0, ""expenditure"": 1021.11}, {""month"": ""June 2026"", ""progress"": 60.0, ""expenditure"": 1039.72}, {""month"": ""July 2026"", ""progress"": 60.0, ""expenditure"": 1132.25}]",1,-0.1303
705479,Wadsa-Gadchiroli 49.5 km,Unknown Agency,Ministry of Railways,Railways,Maharashtra,05/2017,11/2023,03/2027,03/2027,1886.0,1880.61,1015.46,69.0,July,2026-07-01,0,0.0,0.0,53.99630970802028,-15.003690291979725,32.0,40.0,80.0,1.0,68.64,0,LOW,"[{""month"": ""April 2026"", ""progress"": 66.0, ""expenditure"": 809.55}, {""month"": ""May 2026"", ""progress"": 66.0, ""expenditure"": 809.56}, {""month"": ""June 2026"", ""progress"": 68.0, ""expenditure"": 846.22}, {""month"": ""July 2026"", ""progress"": 69.0, ""expenditure"": 1015.46}]",0,0.1645
705497,Wardha - Yavatmal Nanded Railway Line Project,Central Railways,Ministry of Railways,Railways,Maharashtra,02/2008,04/2013,12/2026,-,3445.34,4030.69,4053.03,47.0,July,2026-07-01,0,16.989614958175387,585.3499999999999,100.55424753578173,53.55424753578173,159.0,164.0,96.95121951219512,0.0,148.15,0,HIGH,"[{""month"": ""April 2026"", ""progress"": 47.0, ""expenditure"": 3608.59}, {""month"": ""May 2026"", ""progress"": 47.0, ""expenditure"": 4043.37}, {""month"": ""June 2026"", ""progress"": 47.0, ""expenditure"": 4053.03}, {""month"": ""July 2026"", ""progress"": 47.0, ""expenditure"": 4053.03}]",0,0.0426
705498,Kalyan-Kasara - 3rd line 67.62 km,Unknown Agency,Ministry of Railways,Railways,Maharashtra,09/2015,09/2015,12/2026,12/2026,792.89,1395.5,1159.82,73.0,July,2026-07-01,0,76.00171524423313,602.61,83.11142959512719,10.111429595127191,130.0,135.0,96.29629629629628,0.0,27.48,0,HIGH,"[{""month"": ""April 2026"", ""progress"": 73.0, ""expenditure"": 1077.37}, {""month"": ""May 2026"", ""progress"": 73.0, ""expenditure"": 1082.64}, {""month"": ""June 2026"", ""progress"": 73.0, ""expenditure"": 1088.38}, {""month"": ""July 2026"", ""progress"": 73.0, ""expenditure"": 1159.82}]",0,0.1219
705500,Wardha Sevagram-Nagpur - 3rd line 76.3 km,Unknown Agency,Ministry of Railways,Railways,Maharashtra,09/2015,10/2015,12/2025,10/2026,540.02,899.52,836.27,88.0,July,2026-07-01,10,66.57160845894596,359.5,92.96847207399502,4.968472073995017,129.0,122.0,105.73770491803278,0.0,0.29,0,HIGH,"[{""month"": ""April 2026"", ""progress"": 88.0, ""expenditure"": 835.39}, {""month"": ""May 2026"", ""progress"": 88.0, ""expenditure"": 842.32}, {""month"": ""June 2026"", ""progress"": 88.0, ""expenditure"": 842.78}, {""month"": ""July 2026"", ""progress"": 88.0, ""expenditure"": 836.27}]",0,0.1372
705502,Wardha-Balharshah - 3rd line 132 km,Unknown Agency,Ministry of Railways,Railways,Maharashtra,03/2016,05/2016,12/2025,02/2026,1384.72,2603.11,1894.7,86.0,July,2026-07-01,2,87.98818533710786,1218.39,72.7860136528998,-13.213986347100205,122.0,115.0,106.08695652173914,-4.0,27.06,0,HIGH,"[{""month"": ""April 2026"", ""progress"": 98.0, ""expenditure"": 1813.52}, {""month"": ""May 2026"", ""progress"": 86.0, ""expenditure"": 1829.64}, {""month"": ""June 2026"", ""progress"": 86.0, ""expenditure"": 1841.71}, {""month"": ""July 2026"", ""progress"": 86.0, ""expenditure"": 1894.7}]",0,0.0557
705504,Daund - Manmad 247.50 km,Unknown Agency,Ministry of Railways,Railways,Maharashtra,10/2017,11/2018,12/2025,03/2026,2081.27,3554.74,3191.56,95.0,July,2026-07-01,3,70.79667702892945,1473.4699999999998,89.78321902586406,-5.216780974135943,92.0,85.0,108.23529411764706,1.0,38.09,0,HIGH,"[{""month"": ""April 2026"", ""progress"": 92.0, ""expenditure"": 3077.28}, {""month"": ""May 2026"", ""progress"": 92.0, ""expenditure"": 3105.38}, {""month"": ""June 2026"", ""progress"": 92.0, ""expenditure"": 3111.8}, {""month"": ""July 2026"", ""progress"": 95.0, ""expenditure"": 3191.56}]",0,0.1358
705505,Wardha-Nagpur - 4th line 78.70 km,Unknown Agency,Ministry of Railways,Railways,Maharashtra,04/2017,06/2017,12/2025,10/2026,637.95,1194.59,1090.49,88.0,July,2026-07-01,10,87.25448702876399,556.6399999999999,91.28571308984674,3.285713089846737,109.0,102.0,106.8627450980392,0.0,14.49,0,HIGH,"[{""month"": ""April 2026"", ""progress"": 88.0, ""expenditure"": 1047.02}, {""month"": ""May 2026"", ""progress"": 88.0, ""expenditure"": 1049.42}, {""month"": ""June 2026"", ""progress"": 88.0, ""expenditure"": 1061.23}, {""month"": ""July 2026"", ""progress"": 88.0, ""expenditure"": 1090.49}]",0,0.1236
705506,3rd Line Manmad - Jalgaon [160 Kilometres],Central Railway [CR] - II,Ministry of Railways,Railways,Maharashtra,05/2017,04/2018,12/2024,11/2025,1035.16,1870.0,1843.54,100.0,July,2026-07-01,11,80.64840217937322,834.8399999999999,98.58502673796792,-1.4149732620320776,99.0,80.0,123.75,0.0,-7.3,3,HIGH,"[{""month"": ""April 2026"", ""progress"": 100.0, ""expenditure"": 1865.44}, {""month"": ""May 2026"", ""progress"": 100.0, ""expenditure"": 1842.26}, {""month"": ""June 2026"", ""progress"": 100.0, ""expenditure"": 1843.54}, {""month"": ""July 2026"", ""progress"": 100.0, ""expenditure"": 1843.54}]",0,0.1204
705735,Solapur-Osmanabad - New line via Tuljapur 84.44 km umbrella work PB23/2018-19/NR,Unknown Agency,Ministry of Railways,Railways,Maharashtra,01/2019,09/2024,03/2027,03/2028,904.92,1647.87,1202.73,22.0,July,2026-07-01,12,82.10118021482562,742.9499999999999,72.98694678585083,50.98694678585083,22.0,30.0,73.33333333333333,3.33,-4.61,0,HIGH,"[{""month"": ""April 2026"", ""progress"": 12.0, ""expenditure"": 1216.56}, {""month"": ""May 2026"", ""progress"": 11.0, ""expenditure"": 1245.51}, {""month"": ""June 2026"", ""progress"": 22.0, ""expenditure"": 1277.63}, {""month"": ""July 2026"", ""progress"": 22.0, ""expenditure"": 1202.73}]",0,0.0137
705391,Jiribam-Imphal 110 km,Unknown Agency,Ministry of Railways,Railways,Manipur,10/2003,04/2009,12/2026,06/2029,14323.0,21886.0,16931.5,78.0,July,2026-07-01,30,52.80318369056762,7563.0,77.36224070181852,-0.6377592981814786,207.0,212.0,97.64150943396226,1.97,303.57,0,HIGH,"[{""month"": ""April 2026"", ""progress"": 72.1, ""expenditure"": 16020.78}, {""month"": ""May 2026"", ""progress"": 72.7, ""expenditure"": 16226.02}, {""month"": ""June 2026"", ""progress"": 73.05, ""expenditure"": 16327.07}, {""month"": ""July 2026"", ""progress"": 78.0, ""expenditure"": 16931.5}]",0,0.0356
705491,Marikuppam-Kuppam 23.7 km,Unknown Agency,Ministry of Railways,Railways,"Multi-States (Andhra Pradesh, Karnataka)",10/2011,06/2015,06/2026,06/2026,297.0,502.13,145.72,20.0,July,2026-07-01,0,69.06734006734007,205.13,29.020373210124863,9.020373210124866,133.0,132.0,100.75757575757576,-0.33,-0.02,0,HIGH,"[{""month"": ""April 2026"", ""progress"": 21.0, ""expenditure"": 145.78}, {""month"": ""May 2026"", ""progress"": 21.5, ""expenditure"": 146.45}, {""month"": ""June 2026"", ""progress"": 21.5, ""expenditure"": 147.99}, {""month"": ""July 2026"", ""progress"": 20.0, ""expenditure"": 145.72}]",0,0.1231
705494,Rayadurg-Tumkur via Kalyandurg 213 km,Unknown Agency,Ministry of Railways,Railways,"Multi-States (Andhra Pradesh, Karnataka)",02/2007,02/2011,09/2015,02/2028,2496.0,4612.0,1906.63,65.0,July,2026-07-01,149,84.77564102564102,2116.0,41.34063313096271,-23.65936686903729,185.0,55.0,336.3636363636364,-2.33,2.64,0,HIGH,"[{""month"": ""April 2026"", ""progress"": 72.0, ""expenditure"": 1898.7}, {""month"": ""May 2026"", ""progress"": 72.5, ""expenditure"": 1941.02}, {""month"": ""June 2026"", ""progress"": 73.0, ""expenditure"": 1943.23}, {""month"": ""July 2026"", ""progress"": 65.0, ""expenditure"": 1906.63}]",1,-0.0026
705512,Kottavalasa-Koraput 189.278 km,Unknown Agency,Ministry of Railways,Railways,"Multi-States (Andhra Pradesh, Odisha)",12/2015,01/2016,03/2022,03/2028,2500.0,3580.41,2300.04,74.0,July,2026-07-01,72,43.21639999999999,1080.41,64.2395703285378,-9.760429671462203,126.0,74.0,170.27027027027026,0.33,45.36,0,HIGH,"[{""month"": ""April 2026"", ""progress"": 73.0, ""expenditure"": 2163.97}, {""month"": ""May 2026"", ""progress"": 73.0, ""expenditure"": 2217.87}, {""month"": ""June 2026"", ""progress"": 73.0, ""expenditure"": 2217.87}, {""month"": ""July 2026"", ""progress"": 74.0, ""expenditure"": 2300.04}]",0,0.138
400275,Tindivanam-Nagari 179.2 km,Unknown Agency,Ministry of Railways,Railways,"Multi-States (Andhra Pradesh, Tamil Nadu)",07/2008,05/2009,09/2016,03/2028,3631.0,3631.34,1175.82,16.0,July,2026-07-01,138,0.0093638116221466,0.3400000000001455,32.379782669758264,16.379782669758264,206.0,88.0,234.0909090909091,-0.17,-27.96,108,HIGH,"[{""month"": ""April 2026"", ""progress"": 16.5, ""expenditure"": 1259.7}, {""month"": ""May 2026"", ""progress"": 16.75, ""expenditure"": 1298.17}, {""month"": ""June 2026"", ""progress"": 16.85, ""expenditure"": 1335.29}, {""month"": ""July 2026"", ""progress"": 16.0, ""expenditure"": 1175.82}]",0,0.1131
617210,Tirupati-Pakala-Katpadi Doubling 104.39 Km Item83/NR/2024-25,Unknown Agency,Ministry of Railways,Railways,"Multi-States (Andhra Pradesh, Tamil Nadu)",04/2025,04/2025,04/2029,-,1215.56,1215.56,0.0,0.0,July,2026-07-01,0,0.0,0.0,0.0,0.0,15.0,48.0,31.25,-0.02,-0.05,0,LOW,"[{""month"": ""April 2026"", ""progress"": 0.05, ""expenditure"": 0.16}, {""month"": ""May 2026"", ""progress"": 0.06, ""expenditure"": 62.2}, {""month"": ""June 2026"", ""progress"": 0.06, ""expenditure"": 62.2}, {""month"": ""July 2026"", ""progress"": 0.0, ""expenditure"": 0.0}]",0,0.1788
705610,"Renigunta 9.60 km, Wadi 7.60 km & Gooty 3.8 km - Bypass",Unknown Agency,Ministry of Railways,Railways,"Multi-States (Andhra Pradesh, Tamil Nadu)",04/2016,08/2016,12/2025,03/2026,302.0,850.74,421.36,50.0,July,2026-07-01,3,181.7019867549669,548.74,49.5286456496697,-0.4713543503303015,119.0,112.0,106.25,-13.01,-71.45,0,HIGH,"[{""month"": ""April 2026"", ""progress"": 89.03, ""expenditure"": 635.72}, {""month"": ""May 2026"", ""progress"": 89.04, ""expenditure"": 636.74}, {""month"": ""June 2026"", ""progress"": 89.04, ""expenditure"": 636.74}, {""month"": ""July 2026"", ""progress"": 50.0, ""expenditure"": 421.36}]",1,-0.0963
616857,Doubling between Motumari  Vishnupuram 88.81 km and Rail over Rail RoR at Motumari  10.877 Km,Unknown Agency,Ministry of Railways,Railways,"Multi-States (Andhra Pradesh, Telangana)",02/2024,07/2025,03/2029,-,1595.55,1595.55,327.62,22.0,July,2026-07-01,0,0.0,0.0,20.533358403058507,-1.4666415969414928,12.0,44.0,27.27272727272727,6.65,38.5,0,LOW,"[{""month"": ""April 2026"", ""progress"": 2.04, ""expenditure"": 212.11}, {""month"": ""May 2026"", ""progress"": 2.05, ""expenditure"": 264.89}, {""month"": ""June 2026"", ""progress"": 2.05, ""expenditure"": 264.89}, {""month"": ""July 2026"", ""progress"": 22.0, ""expenditure"": 327.62}]",0,0.122
617214,"South Central Railway- Rail connectivity to Amaravati, Capital of Andhra Pradesh Errupalem- Amaravati- Namburu New line 57 km PB7/WR/2023-24",Unknown Agency,Ministry of Railways,Railways,"Multi-States (Andhra Pradesh, Telangana)",11/2024,06/2026,03/2027,-,2047.4,2047.4,155.0,0.0,July,2026-07-01,0,0.0,0.0,7.570577317573507,7.570577317573507,1.0,9.0,11.11111111111111,-0.05,-17.86,0,LOW,"[{""month"": ""April 2026"", ""progress"": 0.16, ""expenditure"": 208.59}, {""month"": ""May 2026"", ""progress"": 0.17, ""expenditure"": 208.57}, {""month"": ""June 2026"", ""progress"": 0.17, ""expenditure"": 208.57}, {""month"": ""July 2026"", ""progress"": 0.0, ""expenditure"": 155.0}]",0,0.1421
705632,Vijayawada19.50 km & Kazipet10.65 km -Byepass line,Unknown Agency,Ministry of Railways,Railways,"Multi-States (Andhra Pradesh, Telangana)",04/2016,01/2021,01/2025,12/2025,647.0,827.46,705.66,90.0,July,2026-07-01,11,27.8918083462133,180.46000000000004,85.28025523892393,-4.719744761076072,66.0,48.0,137.5,-1.67,-178.99,0,HIGH,"[{""month"": ""April 2026"", ""progress"": 95.01, ""expenditure"": 1242.64}, {""month"": ""May 2026"", ""progress"": 93.6, ""expenditure"": 1249.39}, {""month"": ""June 2026"", ""progress"": 93.6, ""expenditure"": 1249.39}, {""month"": ""July 2026"", ""progress"": 90.0, ""expenditure"": 705.66}]",0,0.0662
705401,Murkongselek-Pasighat 26.15 km,Unknown Agency,Ministry of Railways,Railways,"Multi-States (Arunachal Pradesh, Assam)",02/2011,05/2023,03/2025,12/2026,435.0,1334.45,1057.21,67.0,July,2026-07-01,21,206.77011494252872,899.45,79.22439956536401,12.22439956536401,38.0,22.0,172.72727272727272,-0.33,68.07,0,HIGH,"[{""month"": ""April 2026"", ""progress"": 68.0, ""expenditure"": 853.0}, {""month"": ""May 2026"", ""progress"": 70.0, ""expenditure"": 867.76}, {""month"": ""June 2026"", ""progress"": 72.0, ""expenditure"": 887.87}, {""month"": ""July 2026"", ""progress"": 67.0, ""expenditure"": 1057.21}]",1,-0.0113
705394,Teteliya-Byrnihat 21.5 km,Unknown Agency,Ministry of Railways,Railways,"Multi-States (Assam, Meghalaya)",11/2006,04/2011,11/2011,06/2027,1304.62,1432.14,1272.35,87.0,July,2026-07-01,187,9.77449372230996,127.5200000000002,88.842571257,1.842571257000003,183.0,7.0,500.0,0.28,5.96,0,HIGH,"[{""month"": ""April 2026"", ""progress"": 86.16, ""expenditure"": 1254.47}, {""month"": ""May 2026"", ""progress"": 86.16, ""expenditure"": 1258.8}, {""month"": ""June 2026"", ""progress"": 86.16, ""expenditure"": 1258.8}, {""month"": ""July 2026"", ""progress"": 87.0, ""expenditure"": 1272.35}]",0,0.019
705392,Dimapur-Kohima 88 km,Unknown Agency,Ministry of Railways,Railways,"Multi-States (Assam, Nagaland)",11/2006,12/2015,03/2025,12/2029,6663.0,15310.23,6719.53,45.0,July,2026-07-01,57,129.77982890589823,8647.23,43.889151240706376,-1.1108487592936245,127.0,111.0,114.41441441441442,0.67,145.74,0,HIGH,"[{""month"": ""April 2026"", ""progress"": 43.0, ""expenditure"": 6282.3}, {""month"": ""May 2026"", ""progress"": 45.0, ""expenditure"": 6522.69}, {""month"": ""June 2026"", ""progress"": 46.5, ""expenditure"": 6748.9}, {""month"": ""July 2026"", ""progress"": 45.0, ""expenditure"": 6719.53}]",0,0.0433
705375,Koderma-Tilaiya 68 km,Unknown Agency,Ministry of Railways,Railways,"Multi-States (Bihar, Jharkhand)",11/2004,05/2017,02/2025,02/2026,1626.0,2433.13,2269.03,90.0,July,2026-07-01,12,49.63899138991391,807.1300000000001,93.25560081047868,3.2556008104786827,110.0,93.0,118.27956989247312,-1.83,17.86,0,HIGH,"[{""month"": ""April 2026"", ""progress"": 95.5, ""expenditure"": 2215.44}, {""month"": ""May 2026"", ""progress"": 95.6, ""expenditure"": 2221.76}, {""month"": ""June 2026"", ""progress"": 95.6, ""expenditure"": 2221.76}, {""month"": ""July 2026"", ""progress"": 90.0, ""expenditure"": 2269.03}]",0,0.1038
705385,Pirpainti - Jasidih 97 km,Unknown Agency,Ministry of Railways,Railways,"Multi-States (Bihar, Jharkhand)",03/2014,04/2026,03/2028,03/2028,2555.0,2700.43,1775.66,40.0,July,2026-07-01,0,5.691976516634044,145.42999999999984,65.75471313827799,25.754713138277992,3.0,23.0,13.043478260869565,-7.27,220.66,0,HIGH,"[{""month"": ""April 2026"", ""progress"": 61.8, ""expenditure"": 1113.67}, {""month"": ""May 2026"", ""progress"": 61.9, ""expenditure"": 1117.17}, {""month"": ""June 2026"", ""progress"": 61.9, ""expenditure"": 1117.17}, {""month"": ""July 2026"", ""progress"": 40.0, ""expenditure"": 1775.66}]",1,-0.0402
616699,Multi tracking of Son Nagar-Andal 374.53 rkm & 814.38 tkm PB34/ECOR/2023-24,Unknown Agency,Ministry of Railways,Railways,"Multi-States (Bihar, Jharkhand, Uttar Pradesh, West Bengal)",08/2023,09/2025,03/2028,-,12333.57,12333.57,1152.79,3.0,July,2026-07-01,0,0.0,0.0,9.346766589073562,6.346766589073562,10.0,30.0,33.33333333333333,-4.83,111.99,0,LOW,"[{""month"": ""April 2026"", ""progress"": 17.5, ""expenditure"": 816.82}, {""month"": ""May 2026"", ""progress"": 18.0, ""expenditure"": 882.77}, {""month"": ""June 2026"", ""progress"": 18.0, ""expenditure"": 882.77}, {""month"": ""July 2026"", ""progress"": 3.0, ""expenditure"": 1152.79}]",0,0.0721
611669,NER Provision of Automatic Block Signalling on Gorakhpur Cantt[Excl]  Chhapra Gramin & Burhwal Jn [Excl]  Sitapur Jn section of high density routes,North Eastern Railway [NER],Ministry of Railways,Railways,"Multi-States (Bihar, Uttar Pradesh)",05/2022,06/2023,03/2027,03/2028,380.47,380.47,258.65,25.0,July,2026-07-01,12,0.0,0.0,67.98170683628143,42.98170683628143,37.0,45.0,82.22222222222221,1.67,0.71,0,HIGH,"[{""month"": ""April 2026"", ""progress"": 20.0, ""expenditure"": 256.53}, {""month"": ""May 2026"", ""progress"": 20.0, ""expenditure"": 258.41}, {""month"": ""June 2026"", ""progress"": 25.0, ""expenditure"": 258.65}, {""month"": ""July 2026"", ""progress"": 25.0, ""expenditure"": 258.65}]",0,0.1218
